bmw;i4 (149);none
bmw;i5 (31);none
bmw;i7 (33);none
bmw;iX (82);none
bmw;iX1 (93);none
bmw;iX3 (31);none
bmw;M2 (105);none
bmw;M3 (228);none
bmw;M4 (188);none
bmw;M5 (120);none
bmw;M6 (24);none
bmw;M8 (50);none
bmw;Seria 1 (1637);114 (12)
bmw;Seria 1 (1637);E81/E82/E87/E88 (2004-2013) (694)
bmw;Seria 1 (1637);F20/F21 (2011-) (572)
bmw;Seria 1 (1637);F40 (2019-) (332)
bmw;Seria 2 (605);none
bmw;Seria 3 (3848);E21 (1975-1982) (8)
bmw;Seria 3 (3848);E30 (1982-1994) (32)
bmw;Seria 3 (3848);E36 (1990-1999) (65)
bmw;Seria 3 (3848);E46 (1998-2007) (397)
bmw;Seria 3 (3848);E90/E91/E92/E93 (2005-2012) (1187)
bmw;Seria 3 (3848);F30/F31 (2012-2020) (1124)
bmw;Seria 3 (3848);G20/G21 (2019-) (992)
bmw;Seria 4 (591);none
bmw;Seria 5 (3252);E12 (1972-1981) (1)
bmw;Seria 5 (3252);E28 (1981-1987) (11)
bmw;Seria 5 (3252);E34 (1988-1996) (27)
bmw;Seria 5 (3252);E39 (1996-2003) (175)
bmw;Seria 5 (3252);E60/E61 (2003-2010) (616)
bmw;Seria 5 (3252);F10/F11 (2009-2017) (1258)
bmw;Seria 5 (3252);G30/G31 (2017-2023) (988)
bmw;Seria 5 (3252);G60 (2023-) (142)
bmw;Seria 6 (208);E24 (1976-1989) (23)
bmw;Seria 6 (208);E63/E64 (2002-2010) (58)
bmw;Seria 6 (208);F12/F13/F14 (2011-) (111)
bmw;Seria 6 (208);G32 (2017-) (12)
bmw;Seria 7 (793);E23 (1977-1986) (2)
bmw;Seria 7 (793);E32 (1986-1994) (21)
bmw;Seria 7 (793);E38 (1994-2001) (48)
bmw;Seria 7 (793);E65/66 (2001-2008) (68)
bmw;Seria 7 (793);F01 (2008-2015) (212)
bmw;Seria 7 (793);G11/12 (2015-2022) (326)
bmw;Seria 7 (793);G70 (2022-) (111)
bmw;Seria 8 (144);E31 (1989-1999) (15)
bmw;Seria 8 (144);G14/G15/G16 (2018-) (128)
bmw;X1 (996);E84 (2009-2015) (431)
bmw;X1 (996);F48 (2015-2022) (400)
bmw;X1 (996);U11 (2022-) (153)
bmw;X2 (242);none
bmw;X3 M (54);G01 (2017-2022) (51)
bmw;X3 M (54);G09 (2022-) (3)
bmw;X4 (395);none
bmw;X4 M (25);F83 (2014-2018) (1)
bmw;X4 M (25);F97 (2019-) (24)
bmw;X5 (1236);E53 (1999-2006) (74)
bmw;X5 (1236);E70 (2006-2013) (224)
bmw;X5 (1236);F15 (2013-2018) (360)
bmw;X5 (1236);G05 (2018-) (567)
bmw;X5 M (199);none
bmw;X6 (438);E71 (2008-2014) (130)
bmw;X6 (438);F16 (2014-) (128)
bmw;X6 (438);G06 (2019-) (174)
bmw;X6M (58);none
bmw;X7 (253);G07 (2019-) (252)
bmw;XM (84);none
bmw;Z3 (27);none
bmw;Z4 (41);none
chevrolet;1500 (160);none
chevrolet;Aveo (157);none
chevrolet;Camaro (165);none
chevrolet;Captiva (165);none
chevrolet;Corvette (146);none
chevrolet;Cruze (265);none
chevrolet;Matiz (37);none
chevrolet;Orlando (103);none
chevrolet;Silverado (25);none
chevrolet;Spark (87);none
chevrolet;Trax (79);none
chrysler;200 (25);none
chrysler;300C (42);none
chrysler;ES (122);none
chrysler;Grand Voyager (46);I (1990-1995) (1)
chrysler;Grand Voyager (46);II (1995-2000) (0)
chrysler;Grand Voyager (46);III (2001-2006) (19)
chrysler;Grand Voyager (46);IV (2007-2010) (9)
chrysler;Grand Voyager (46);V (2008–2015) (15)
chrysler;GS (93);I (1991-1996) (1)
chrysler;GS (93);II (1997-2004) (7)
chrysler;GS (93);III (2004-2011) (37)
chrysler;GS (93);IV (2012-2018) (46)
chrysler;Pacifica (281);none
chrysler;PT Cruiser (22);none
chrysler;Town & Country (115);none
chrysler;Voyager (33);I (1984-1995) (0)
chrysler;Voyager (33);II (1995-2000) (4)
chrysler;Voyager (33);III (2001-) (16)
citroen;Berlingo (648);I (1996-2010) (73)
citroen;Berlingo (648);II (2008-2018) (419)
citroen;Berlingo (648);III (2018-) (144)
citroen;C-Crosser (21);none
citroen;C-ElysĂ©e (92);none
citroen;C1 (147);I (2005-2014) (77)
citroen;C1 (147);II (2014-) (62)
citroen;C2 (66);none
citroen;C3 (1042);I (2002-2009) (144)
citroen;C3 (1042);II (2008-2018) (285)
citroen;C3 (1042);III (2016-) (590)
citroen;C3 Aircross (262);none
citroen;C3 Picasso (169);none
citroen;C4 (670);I (2004-2010) (160)
citroen;C4 (670);II (2010-) (303)
citroen;C4 (670);III (2020-) (535)
citroen;C4 Aircross (80);none
citroen;C4 Cactus (242);none
citroen;C4 Grand Picasso (423);I (2006-2013) (199)
citroen;C4 Grand Picasso (423);II (2013-) (215)
citroen;C4 Picasso (611);I (2006-2013) (288)
citroen;C4 Picasso (611);II (2013-) (314)
citroen;C4 SpaceTourer (81);none
citroen;C4X (46);none
citroen;C5 (739);I (2001-2004) (19)
citroen;C5 (739);II (2004-2008) (74)
citroen;C5 (739);III (2008-) (643)
citroen;C5 Aircross (313);none
citroen;C5X (99);none
citroen;C8 (35);none
citroen;DS3 (159);none
citroen;DS4 (143);none
citroen;DS5 (132);none
citroen;Jumper (31);I (1994-2006) (2)
citroen;Jumper (31);II (2006-) (28)
citroen;Jumpy Combi (60);none
citroen;SpaceTourer (36);none
citroen;XM (84);none
citroen;Xsara Picasso (84);none
cupra;Ateca (546);none
cupra;Born (48);none
cupra;Formentor (587);none
cupra;Leon (132);none
cupra;Leon Sportstourer (90);none
dacia;Dokker (149);none
dacia;Duster (1073);I (2009-2017) (634)
dacia;Duster (1073);II (2017-) (1802)
dacia;Jogger (121);none
dacia;Lodgy (157);none
dacia;Logan (147);I (2004-2012) (40)
dacia;Logan (147);II (2012-2020) (95)
dacia;Logan (147);III (2020-) (10)
dacia;Sandero (428);I (2008-2012) (76)
dacia;Sandero (428);II (2012-2020) (188)
dacia;Sandero (428);III (2020-) (154)
dacia;Sandero Stepway (418);I (2008-2012) (514)
dacia;Sandero Stepway (418);II (2012-2020) (172)
dacia;Sandero Stepway (418);III (2020-) (536)
dacia;Spring (78);none
daihatsu;Sirion (55);none
daihatsu;Terios (40);none
dodge;Avenger (173);none
dodge;Caliber (51);none
dodge;Challenger (231);none
dodge;Charger (109);none
dodge;Durango (216);none
dodge;Grand Caravan (102);none
dodge;Journey (102);none
dodge;RAM (240);none
ds-automobiles;DS 3 Crossback (33);none
ds-automobiles;DS 4 (77);I (2010-2018) (665)
ds-automobiles;DS 4 (77);II (2021-) (62)
ds-automobiles;DS 5 (21);none
ds-automobiles;DS 7 Crossback (121);none
fiat;125p (21);none
fiat;126 (45);none
fiat;500 (745);none
fiat;500L (124);none
fiat;500X (152);none
fiat;Bravo (248);I (1995-2001) (0)
fiat;Bravo (248);II (2007-) (246)
fiat;Coupe (40);none
fiat;Croma (52);I (1985-1994) (1)
fiat;Croma (52);II (2005-) (49)
fiat;Doblo (179);I (2000-2010) (44)
fiat;Doblo (179);II (2009-) (133)
fiat;Ducato (55);I (1981-1993) (2)
fiat;Ducato (55);II (1994-2006) (8)
fiat;Ducato (55);III (2007-) (41)
fiat;Fiorino (44);none
fiat;Freemont (245);none
fiat;Grande Punto (224);none
fiat;Linea (25);none
fiat;Panda (325);I (1980-2003) (8)
fiat;Panda (325);II (2003-2012) (185)
fiat;Panda (325);III (2011-) (127)
fiat;Punto (170);I (1994-1999) (10)
fiat;Punto (170);II (1999-2003) (29)
fiat;Punto (170);II FL (2003-) (127)
fiat;Punto Evo (175);none
fiat;Qubo (38);none
fiat;Scudo (64);none
fiat;Sedici (114);none
fiat;Seicento (56);none
fiat;Stilo (38);none
fiat;Talento (38);none
fiat;Tipo (682);I (1988-1995) (2)
fiat;Tipo (682);II (2016-) (824)
ford;B-MAX (166);none
ford;Bronco (61);none
ford;C-MAX (872);I (2003-2010) (249)
ford;C-MAX (872);II (2010-) (609)
ford;EcoSport (276);none
ford;EDGE (305);none
ford;Escape (185);none
ford;Explorer (87);none
ford;F150 (123);none
ford;Fiesta (1619);Mk1 (1977-1983) (0)
ford;Fiesta (1619);Mk2 (1983-1989) (0)
ford;Fiesta (1619);Mk3 (1989-1996) (1)
ford;Fiesta (1619);Mk4 (1996-1999) (10)
ford;Fiesta (1619);Mk5 (1999-2002) (9)
ford;Fiesta (1619);Mk6 (2002-2008) (201)
ford;Fiesta (1619);Mk7 (2008-) (1002)
ford;Fiesta (1619);Mk8 (2017-) (377)
ford;Focus (3298);Mk1 (1998-2004) (68)
ford;Focus (3298);Mk2 (2004-2011) (686)
ford;Focus (3298);Mk3 (2010-2018) (1627)
ford;Focus (3298);Mk4 (2018-) (855)
ford;Fusion (210);none
ford;Galaxy (410);Mk1 (1995-2000) (3)
ford;Galaxy (410);Mk2 (2000-2006) (41)
ford;Galaxy (410);Mk3 (2006-2015) (258)
ford;Galaxy (410);Mk4 (2015-2022) (105)
ford;Grand C-MAX (288);none
ford;GT (25);none
ford;KA (146);I (1996-2008) (9)
ford;KA (146);II (2008-2018) (132)
ford;Ka+ (34);none
ford;Kuga (1993);I (2008-2012) (515)
ford;Kuga (1993);II (2012-) (1054)
ford;Kuga (1993);III (2019 - ) (439)
ford;Maverick (23);none
ford;Mondeo (2396);Mk1 (1993-1996) (1)
ford;Mondeo (2396);Mk2 (1996-2000) (7)
ford;Mondeo (2396);Mk3 (2000-2006) (117)
ford;Mondeo (2396);Mk4 (2007-2014) (1058)
ford;Mondeo (2396);Mk5 (2014-) (1186)
ford;Mustang (481);none
ford;Mustang Mach-E (116);none
ford;Puma (329);none
ford;Ranger (190);none
ford;Ranger Raptor (58);none
ford;S-Max (1187);I (2006-2015) (817)
ford;S-Max (1187);II (2015-) (357)
ford;Tourneo Connect (192);I (2002-2013) (13)
ford;Tourneo Connect (192);II (2013-2022) (139)
ford;Tourneo Connect (192);III (2022-) (41)
ford;Tourneo Connect Grand (63);none
ford;Tourneo Courier (102);none
ford;Tourneo Custom (109);none
ford;Transit (131);II (1978-1986) (0)
ford;Transit (131);III (1986-1994) (1)
ford;Transit (131);IV (1994-2000) (2)
ford;Transit (131);V (2000-2006) (9)
ford;Transit (131);VI (2006-) (43)
ford;Transit (131);VII (2013-) (70)
ford;Transit Connect (119);I (2002-2013) (12)
ford;Transit Connect (119);II (2013-) (105)
ford;Transit Courier (36);none
ford;Transit Custom (189);none
honda;Accord (333);II (1983-1985) (0)
honda;Accord (333);III (1985-1989) (1)
honda;Accord (333);IV (1990-1993) (2)
honda;Accord (333);IX (2012-2018) (7)
honda;Accord (333);V (1993-1998) (6)
honda;Accord (333);VI (1998-2002) (20)
honda;Accord (333);VII (2002-2008) (115)
honda;Accord (333);VIII (2008-2015) (167)
honda;Accord (333);X (2018-) (12)
honda;City (41);none
honda;Civic (1068);II (1979-1983) (0)
honda;Civic (1068);III (1983-1987) (0)
honda;Civic (1068);IV (1987-1991) (2)
honda;Civic (1068);IX (2011-2017) (263)
honda;Civic (1068);V (1991-1996) (3)
honda;Civic (1068);VI (1995-2001) (33)
honda;Civic (1068);VII (2001-2006) (92)
honda;Civic (1068);VIII (2006-2011) (366)
honda;Civic (1068);X (2017-2021) (239)
honda;Civic (1068);XI (2021-) (59)
honda;CR-V (836);I (1995-2001) (21)
honda;CR-V (836);II (2001-2006) (70)
honda;CR-V (836);III (2006-2012) (261)
honda;CR-V (836);IV (2012-2018) (285)
honda;CR-V (836);V (2018-2023) (148)
honda;CR-V (836);VI (2023-) (46)
honda;FR-V (32);none
honda;HR-V (262);I (1998-2006) (4)
honda;HR-V (262);II (2015-2021) (167)
honda;HR-V (262);III (2021-) (91)
honda;Insight (21);none
honda;Jazz (370);I (1981-1986) (1)
honda;Jazz (370);II (2002-2008) (118)
honda;Jazz (370);III (2008-2014) (157)
honda;Jazz (370);IV (2015-2020) (40)
honda;Jazz (370);V (2020-) (47)
honda;Odyssey (58);none
honda;ZR-V (32);none
hyundai;Bayon (82);none
hyundai;Coupe (40);none
hyundai;Elantra (136);I (1990-1995) (0)
hyundai;Elantra (136);II (1995-2000) (0)
hyundai;Elantra (136);III (2000-2006) (4)
hyundai;Elantra (136);IV (2006-2010) (21)
hyundai;Elantra (136);V (2010-2015) (16)
hyundai;Elantra (136);VI (2016-2020) (29)
hyundai;Elantra (136);VII (2021-) (68)
hyundai;Getz (49);none
hyundai;i10 (262);I (2008-2013) (74)
hyundai;i10 (262);II (2013-) (183)
hyundai;i20 (647);I (2008-2014) (198)
hyundai;i20 (647);II (2014-2020) (295)
hyundai;i20 (647);III (2020-) (536)
hyundai;i30 (1873);I (2007-2012) (425)
hyundai;i30 (1873);II (2012-) (516)
hyundai;i30 (1873);III (2017-) (913)
hyundai;i30 N (44);none
hyundai;IONIQ (81);none
hyundai;IONIQ 5 (29);I (2021-) (28)
hyundai;ix20 (289);none
hyundai;ix35 (901);none
hyundai;Kona (537);I (2017-2023) (342)
hyundai;Kona (537);II (2023-) (180)
hyundai;Santa Fe (184);I (2000-2006) (19)
hyundai;Santa Fe (184);II (2006-2012) (43)
hyundai;Santa Fe (184);III (2012-) (52)
hyundai;Santa Fe (184);IV (2018-) (72)
hyundai;Sonata (23);none
hyundai;Tucson (1795);I (2004-2010) (226)
hyundai;Tucson (1795);II (2010-2015) (23)
hyundai;Tucson (1795);III (2015-2020) (954)
hyundai;Tucson (1795);IV (2020-) (1029)
hyundai;Veloster (28);none
infiniti;FX (48);I (2003-2009) (7)
infiniti;FX (48);II (2009-2013) (38)
infiniti;I30 (1873);I (2007-2012) (425)
infiniti;I30 (1873);II (2012-) (515)
infiniti;I30 (1873);III (2017-) (909)
infiniti;Q30 (21);none
infiniti;Q50 (80);none
infiniti;QX70 (44);none
jaguar;E-Pace (116);none
jaguar;F-Pace (271);none
jaguar;F-Type (54);none
jaguar;I-Pace (58);none
jaguar;S-Type (25);none
jaguar;X-Type (29);none
jaguar;XE (138);none
jaguar;XF (185);X250 (2007-2015) (90)
jaguar;XF (185);X260 (2015-) (94)
jaguar;XJ (99);Mark I (1968-1992) (7)
jaguar;XJ (99);X300 (1994-1997) (1)
jaguar;XJ (99);X308 (1997-2003) (8)
jaguar;XJ (99);X350 (2004-2007) (9)
jaguar;XJ (99);X351 (2009-) (59)
jaguar;XJ (99);X358 (2007-2009) (6)
jaguar;XJ (99);XJ40 (1986-1994) (5)
jaguar;XK (21);I (1997-2006) (4)
jaguar;XK (21);II (2006-) (17)
jeep;Avenger (173);none
jeep;Cherokee (261);II (1987-2001) (34)
jeep;Cherokee (261);III (2001-2008) (35)
jeep;Cherokee (261);IV (2008-2013) (5)
jeep;Cherokee (261);V (2014-) (179)
jeep;Commander (42);none
jeep;Compass (439);none
jeep;Gladiator (30);none
jeep;Grand Cherokee (760);I (1991-1999) (26)
jeep;Grand Cherokee (760);II (1999-2004) (62)
jeep;Grand Cherokee (760);III (2005-2010) (81)
jeep;Grand Cherokee (760);IV (2010-2021) (501)
jeep;Grand Cherokee (760);V (2021-) (75)
jeep;Patriot (22);none
jeep;Renegade (333);none
jeep;Wrangler (364);I (1987-1995) (15)
jeep;Wrangler (364);II (1997-2006) (26)
jeep;Wrangler (364);III (2006-2018) (120)
jeep;Wrangler (364);IV (2017-) (407)
kia;Carens (191);I (2000-2002) (0)
kia;Carens (191);II (2002-2006) (5)
kia;Carens (191);III (2006-2012) (38)
kia;Carens (191);IV (2013-) (141)
kia;Ceed (1848);I (2006-2012) (398)
kia;Ceed (1848);II (2012-) (529)
kia;Ceed (1848);III (2018-) (897)
kia;EV6 (161);none
kia;EV9 (23);none
kia;Niro (315);none
kia;Optima (292);none
kia;Picanto (360);I (2004-2010) (55)
kia;Picanto (360);II (2011-) (91)
kia;Picanto (360);III (2017-) (203)
kia;Pro_cee'd (229);none
kia;Rio (507);I (2000-2005) (5)
kia;Rio (507);II (2005-2011) (33)
kia;Rio (507);III (2011-) (253)
kia;Rio (507);IV (2017-) (407)
kia;Soul (128);I (2009-2014) (60)
kia;Soul (128);II (2014-2019) (48)
kia;Soul (128);III (2019-) (17)
kia;Sportage (2449);I (1994-2002) (6)
kia;Sportage (2449);II (2004-2010) (193)
kia;Sportage (2449);III (2010-2015) (828)
kia;Sportage (2449);IV (2016-2021) (766)
kia;Sportage (2449);V (2021-) (636)
kia;Stinger (102);none
kia;Stonic (256);none
kia;Venga (301);none
kia;XCeed (418);none
lancia;Delta (62);none
lancia;Voyager (33);I (1984-1995) (0)
lancia;Voyager (33);II (1995-2000) (4)
lancia;Voyager (33);III (2001-) (16)
lancia;Ypsilon (24);none
land-rover;Defender (142);none
land-rover;Discovery (229);I (1989-1998) (8)
land-rover;Discovery (229);II (1998-2004) (18)
land-rover;Discovery (229);III (2004-2009) (35)
land-rover;Discovery (229);IV (2010-) (67)
land-rover;Discovery (229);V (2017-) (98)
land-rover;Discovery Sport (203);none
land-rover;Freelander (66);I (1996-2006) (29)
land-rover;Freelander (66);II (2006-) (32)
land-rover;Range Rover (198);I (1970-1994) (2)
land-rover;Range Rover (198);II (1994-2001) (5)
land-rover;Range Rover (198);III (2001-2012) (61)
land-rover;Range Rover (198);IV (2012-2021) (81)
land-rover;Range Rover (198);V (2022-) (48)
land-rover;Range Rover Evoque (261);I (2011-2018) (621)
land-rover;Range Rover Evoque (261);II (2019-) (1000)
land-rover;Range Rover Sport (252);I (2005-2013) (66)
land-rover;Range Rover Sport (252);II (2013-) (182)
land-rover;Range Rover Velar (181);none
lexus;CT (89);none
lexus;ES (122);none
lexus;GS (93);I (1991-1996) (1)
lexus;GS (93);II (1997-2004) (7)
lexus;GS (93);III (2004-2011) (37)
lexus;GS (93);IV (2012-2018) (45)
lexus;IS (168);I (1999-2005) (14)
lexus;IS (168);II (2005-2012) (50)
lexus;IS (168);III (2013-) (100)
lexus;LS (75);I (1989-1994) (6)
lexus;LS (75);II (1995-2000) (3)
lexus;LS (75);III (2000-2006) (10)
lexus;LS (75);IV (2006-2017) (32)
lexus;LS (75);V (2018-) (23)
lexus;NX (363);none
lexus;RC (29);none
lexus;RX (379);I (1997-2003) (3)
lexus;RX (379);II (2003-2009) (50)
lexus;RX (379);III (2009-2015) (59)
lexus;RX (379);IV (2015-2022) (230)
lexus;RX (379);V (2022-) (29)
lexus;UX (179);none
maserati;Coupe (40);none
maserati;Ghibli (71);none
maserati;GranTurismo (26);none
maserati;Levante (84);none
maserati;Quattroporte (59);none
mazda;3 (778);I (2003-2009) (121)
mazda;3 (778);II (2009-2013) (158)
mazda;3 (778);III (2013-) (287)
mazda;3 (778);IV (2019-) (197)
mazda;5 (241);I (2005-2010) (154)
mazda;5 (241);II (2010-) (79)
mazda;6 (1024);I (2002-2008) (93)
mazda;6 (1024);II (2007-2013) (271)
mazda;6 (1024);III (2012-) (641)
mazda;CX-3 (354);none
mazda;CX-30 (210);none
mazda;CX-5 (779);none
mazda;CX-60 (141);none
mazda;CX-7 (69);none
mazda;CX-9 (46);none
mazda;MX-30 (92);none
mazda;MX-5 (92);none
mercedes-benz;AMG GT (123);none
mercedes-benz;Citan (61);none
mercedes-benz;CL (126);C140 (1992-1998) (14)
mercedes-benz;CL (126);C215 (1999-2006) (36)
mercedes-benz;CL (126);C216 (2006-2013) (72)
mercedes-benz;CLA (835);none
mercedes-benz;CLE (43);none
mercedes-benz;CLK (144);none
mercedes-benz;CLS (391);none
mercedes-benz;EQA (82);none
mercedes-benz;EQB (74);none
mercedes-benz;EQC (53);none
mercedes-benz;EQE (201);none
mercedes-benz;EQS (187);none
mercedes-benz;EQV (47);none
mercedes-benz;GL (145);none
mercedes-benz;GLA (426);none
mercedes-benz;GLB (200);none
mercedes-benz;GLC (866);none
mercedes-benz;GLE (646);none
mercedes-benz;GLK (106);none
mercedes-benz;GLS (181);none
mercedes-benz;Klasa A (1327);none
mercedes-benz;Klasa B (631);none
mercedes-benz;Klasa C (2140);none
mercedes-benz;Klasa E (2027);none
mercedes-benz;Klasa G (220);none
mercedes-benz;Klasa R (45);none
mercedes-benz;Klasa S (1039);none
mercedes-benz;Klasa T (27);none
mercedes-benz;Klasa V (392);none
mercedes-benz;Klasa X (26);none
mercedes-benz;ML (327);none
mercedes-benz;SL (286);none
mercedes-benz;SLK (57);none
mercedes-benz;Sprinter (104);I (1995-2000) (5)
mercedes-benz;Sprinter (104);II (2000-2006) (11)
mercedes-benz;Sprinter (104);III (2006-) (85)
mercedes-benz;Viano (78);none
mercedes-benz;Vito (287);W447 (2014-) (191)
mercedes-benz;Vito (287);W638 (1996-2003) (6)
mercedes-benz;Vito (287);W639 (2003-2014) (85)
mercedes-benz;W123 (40);none
mercedes-benz;W124 (100);none
mercedes-benz;W201 (190) (46);none
mini;Clubman (151);none
mini;Cooper (443);none
mini;Cooper S (247);none
mini;Countryman (474);none
mini;John Cooper Works (99);none
mini;ONE (234);none
mitsubishi;ASX (608);none
mitsubishi;Eclipse Cross (149);none
mitsubishi;Grandis (22);none
mitsubishi;L200 (76);none
mitsubishi;Lancer (169);II (1979-1983) (0)
mitsubishi;Lancer (169);III (1983-1988) (0)
mitsubishi;Lancer (169);IV (1985-1992) (1)
mitsubishi;Lancer (169);IX (2007-2016) (118)
mitsubishi;Lancer (169);V (1988-1994) (1)
mitsubishi;Lancer (169);VI (1992-1996) (0)
mitsubishi;Lancer (169);VII (1995-2000) (0)
mitsubishi;Lancer (169);VIII (2003-2008) (42)
mitsubishi;Outlander (404);I (2001-2006) (30)
mitsubishi;Outlander (404);II (2006-2013) (120)
mitsubishi;Outlander (404);III (2012-) (241)
mitsubishi;Pajero (100);I (1982-1990) (5)
mitsubishi;Pajero (100);II (1990-2000) (14)
mitsubishi;Pajero (100);III (2000-2006) (35)
mitsubishi;Pajero (100);IV (2007-) (47)
mitsubishi;Space Star (209);I (1998-2005) (11)
mitsubishi;Space Star (209);II (2012-) (198)
nissan;370 Z (29);none
nissan;Almera (40);N15 (1995-2000) (2)
nissan;Almera (40);N16 (2000-2006) (37)
nissan;Ariya (26);none
nissan;Juke (737);I (2010-2019) (550)
nissan;Juke (737);II (2019-) (1000)
nissan;Leaf (233);none
nissan;Micra (437);K10 (1982-1992) (0)
nissan;Micra (437);K11 (1992-2003) (11)
nissan;Micra (437);K12 (2003-2010) (118)
nissan;Micra (437);K13 (2010-2016) (195)
nissan;Micra (437);K14 (2017-) (105)
nissan;Murano (42);Z50 (2003-2008) (12)
nissan;Murano (42);Z51 (2008-2014) (15)
nissan;Murano (42);Z52 (2015-) (15)
nissan;Navara (90);none
nissan;Note (260);I (2005-2013) (185)
nissan;Note (260);II (2013-) (77)
nissan;NV200 (34);none
nissan;Pathfinder (29);none
nissan;Patrol (102);GR I Y60 (1987-1997) (25)
nissan;Patrol (102);GR II Y61 (1997-) (65)
nissan;Patrol (102);Inny (8)
nissan;Primastar (28);none
nissan;Primera (39);P10/W10 (1990-1998) (0)
nissan;Primera (39);P11 (1996-2002) (6)
nissan;Primera (39);P12 (2001-2007) (33)
nissan;Pulsar (59);none
nissan;Qashqai (2402);I (2007-2013) (848)
nissan;Qashqai (2402);II (2013-2021) (1105)
nissan;Qashqai (2402);III (2021-) (430)
nissan;Qashqai+2 (193);none
nissan;Terrano (23);I (1987-1995) (1)
nissan;Terrano (23);II (1995-) (20)
nissan;Tiida (25);none
nissan;Townstar (36);none
nissan;X-Trail (523);I (2001-2007) (37)
nissan;X-Trail (523);II (2007-2014) (51)
nissan;X-Trail (523);III (2014-) (434)
opel;Adam (133);none
opel;Agila (67);A (2000-2007) (11)
opel;Agila (67);B (2008-2014) (54)
opel;Antara (147);none
opel;Astra (4901);F (1991-2002) (24)
opel;Astra (4901);G (1998-2009) (160)
opel;Astra (4901);H (2004-2014) (1042)
opel;Astra (4901);J (2009-2019) (1882)
opel;Astra (4901);K (2015-2021) (1425)
opel;Astra (4901);L (2021-) (330)
opel;Combo (226);B (1994-2000) (0)
opel;Combo (226);C (2001-2011) (38)
opel;Combo (226);D (2011-2018) (69)
opel;Combo (226);E (2018-) (112)
opel;Corsa (1935);A (1982-1993) (1)
opel;Corsa (1935);B (1993-2000) (14)
opel;Corsa (1935);C (2000-2006) (153)
opel;Corsa (1935);D (2006-2014) (932)
